JOB_NUMBER,USER,TIMESTAMP,COMMIT_ID,BRANCH,PLATFORM,MODE,VERSION,MODIFY_LOG,BUILD_ACTION,PACKAGE_MODE,IPA_METHOD,BUILD_CODE,ALIAS,PATCH_PLATFORM_MODE,PATCH_VERSION,PATCH_COMMIT
243,zhouyuan,1583222407165,cac812040d1e2df39167d9c8c4e47e1dce9a869b,origin/feature/ssl,ios,debug,1.0.8.1234,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
244,zhouyuan,1583222659833,cac812040d1e2df39167d9c8c4e47e1dce9a869b,origin/feature/ssl,ios,debug,1.0.8.1,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
245,zhouyuan,1583224100594,cac812040d1e2df39167d9c8c4e47e1dce9a869b,origin/feature/ssl,ios,debug,1.0.8.1234,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,IAPTEST,UNDEFINED,UNDEFINED,UNDEFINED
246,zhouyuan,1583224430861,cac812040d1e2df39167d9c8c4e47e1dce9a869b,origin/feature/ssl,ios,debug,1.0.8.1234,UNDEFINED,build_app,UNDEFINED,adhoc ,13,IAPTEST,UNDEFINED,UNDEFINED,UNDEFINED
247,zhouyuan,1583225391517,cac812040d1e2df39167d9c8c4e47e1dce9a869b,origin/feature/ssl,ios,debug,1.0.8.1234,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,IAPTEST,UNDEFINED,UNDEFINED,UNDEFINED
248,sagittarius,1583230544397,8d6edb0ada6cfddf2d4192b66b054d0b4b5f4e19,origin/lua,android,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
249,zhouyuan,1583231371400,b3bfb8d7e62138a6d8026a3d6522bb9d411ead90,origin/feature/ssl,ios,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,ssl,UNDEFINED,UNDEFINED,UNDEFINED
250,zhouyuan,1583232377755,b237859e6d73beab2eb1df50e8af4b820db4f3a1,origin/feature/ssl,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
251,zhouyuan,1583233235886,16fa52052f19bcb9be39cbd087cb9df2dde4ceac,origin/feature/ssl,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
252,zhouyuan,1583234130578,2d84871a3d62eee844d6c83ce50996af8c9996d1,origin/feature/ssl,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
253,zhouyuan,1583234491397,376f7800981888281b3d9b28d2cfae63e6e5adc4,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
254,zhouyuan,1583235879122,be16d6fc34c1e13d02d9e4ce049cfb287189e58a,origin/feature/ssl,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
255,zhouyuan,1583236200738,2862e863d23b32ef406a69d4586fd62d203d7baf,origin/feature/ssl,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
256,zhouyuan,1583236856453,2259c18c2ef4743fa53b69c38d429ec03f23849c,origin/feature/ssl,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
257,zhouyuan,1583238432102,d6c42e343d7e0ac666d2dfc36ac611ae2017f523,origin/feature/ssl,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
258,zhouyuan,1583242244655,e0aecfd405589658f5eff0015f198dcc35f88f67,origin/lua,ios,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,0303,UNDEFINED,UNDEFINED,UNDEFINED
259,zhouyuan,1583287648039,3882d1bb0df2de2bfd9861301a07971daf0216f3,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
260,zhouyuan,1583290139069,8e4c64d822bcdf514f4876e751d05ba2ccbbc7c0,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
261,sagittarius,1583294720711,996a253d0d22d7483bf85300df8bdbf9746f2bd2,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
262,sagittarius,1583295005232,5f1d6bfaf355ff1fbc50ce978dfa22db2503b618,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
263,zhouyuan,1583303113476,1af21bfa1969621a29587ab38cb9696f708b2b81,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
264,zhouyuan,1583304493442,9efd288ceb1227702e6910b484c829d9c132a82f,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
265,zhouyuan,1583308304960,9efd288ceb1227702e6910b484c829d9c132a82f,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
266,zhouyuan,1583311426113,d22f44f78ff9194fe8e50702c3a066331f9775a8,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
267,zhouyuan,1583316481812,f62811de2f2c07ec7c8a87411a82a0b449151663,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
268,zhouyuan,1583319676662,37d21e0e190084c5c0f083acf9cf4ae70563c908,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
269,zhouyuan,1583323303471,e99644f2ddc4c26b030aee5026c8e6c9edbc22a7,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
270,zhouyuan,1583325928797,3077fbfe5b3e7622ff7c27f0916d85c2a0a037ee,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
271,zhouyuan,1583330485851,3077fbfe5b3e7622ff7c27f0916d85c2a0a037ee,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
272,zhouyuan,1583373199403,24c18ec6a2e043b06c8238f529bf3b7ea6029859,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
273,zhouyuan,1583375142092,75d86401f2f0ae5418763e4edcef4f7074985f6a,origin/lua,ios,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,0305,UNDEFINED,UNDEFINED,UNDEFINED
274,sagittarius,1583391809235,a04964b03bc9ccf4fcec2e8c35ff81dcac02f294,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
275,zhouyuan,1583394917552,f002072a76ac22b342888a95e75cf002aaf8318e,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
276,zhouyuan,1583400070665,344bdac89b36fd124504eb584efea2eab90a54b3,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
277,zhouyuan,1583401772177,259015a3e932b44a1820de585f6adf70b5ac390b,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
278,zhouyuan,1583402401357,3bedc9381bec116de194369935bed1c4a8c9354b,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
279,zhouyuan,1583402681342,777ed6f13cdb1a7cac97bc16be45053d30ad57f4,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
280,zhouyuan,1583403266021,777ed6f13cdb1a7cac97bc16be45053d30ad57f4,origin/lua,ios,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,0305,UNDEFINED,UNDEFINED,UNDEFINED
281,zhouyuan,1583406490983,777ed6f13cdb1a7cac97bc16be45053d30ad57f4,origin/lua,ios,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,03052,UNDEFINED,UNDEFINED,UNDEFINED
282,zhouyuan,1583407716613,1d7ba97a46e86e12d54188cc53eca62601f568c3,origin/lua,ios,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,03053,UNDEFINED,UNDEFINED,UNDEFINED
283,sagittarius,1583412448723,a2a03152c34e108cb2753b4e555cc4e7635433cf,origin/lua,ios,release,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
284,sagittarius,1583413756729,69a13a260320a74962a029e7e84d722af24338b9,origin/lua,ios,release,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
285,sagittarius,1583416438738,69a13a260320a74962a029e7e84d722af24338b9,origin/release/v1.0.8,ios,release,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
286,zhouyuan,1583460212212,8fc01418bdbd9fcefd429447f89cb99b82882afd,origin/feature/ISBN,android,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,UNDEFINED,13,0306,UNDEFINED,UNDEFINED,UNDEFINED
287,sagittarius,1583468441075,015877e2d634c377c3f4f5c915ea1012383cbf45,origin/release/v1.0.8,ios,release,1.0.8,修复地图走不动的问题,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
288,sagittarius,1583469508942,585442efe7f21d940ed740da21022299855ba5ea,origin/lua,ios,release,1.0.9,UNDEFINED,build_app,UNDEFINED,adhoc ,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
289,sagittarius,1583481500142,e11a88aea9eb6417d2897f49b1415afc9719d2d0,origin/release/v1.0.8,ios,release,1.0.8,解决没拉到数据卡住的问题,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
290,zhouyuan,1583481728064,e11a88aea9eb6417d2897f49b1415afc9719d2d0,origin/release/v1.0.8,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
291,zhouyuan,1583481794287,e11a88aea9eb6417d2897f49b1415afc9719d2d0,origin/release/v1.0.8,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
292,sagittarius,1583483839969,009837ea934b7febc4c396fe7000253d513841c7,origin/release/v1.0.8,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
293,sagittarius,1583484709802,95f48a67957f856e5c35dc3281ce352cf90f5a8e,origin/release/v1.0.8,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
294,sagittarius,1583486919823,95f48a67957f856e5c35dc3281ce352cf90f5a8e,origin/release/v1.0.8,ios,release,1.0.8,UNDEFINED,upload_patch_choose,UNDEFINED,UNDEFINED,14,UNDEFINED,ios_debug,201838f1_1_0_8,e11a88aea9eb6417d2897f49b1415afc9719d2d0
295,sagittarius,1583489127898,2cfa1f699970babe221c2e7b1d5a16d649630304,origin/release/v1.0.8,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
296,sagittarius,1583490009588,2278dbd48be18cc5f0bf4b10f79b3a07dd29fb5f,origin/release/v1.0.8,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
297,zhouyuan,1583492432320,058a8ea053dca96a159b7c53b7480dda43902190,origin/feature/ISBN,android,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,UNDEFINED,13,03062,UNDEFINED,UNDEFINED,UNDEFINED
298,zhouyuan,1583499174667,5aea3117b8c9f4b8dd6d837f3a6a6c1117938f1b,origin/release/v1.0.9,ios,debug,1.0.9,UNDEFINED,build_app,UNDEFINED,adhoc ,14,0306,UNDEFINED,UNDEFINED,UNDEFINED
299,sagittarius,1583500807196,84f5999dba8d23c3eedb4771e4ad7d5b1e909df0,origin/release/v1.0.9,ios,release,1.0.9,UNDEFINED,build_app,UNDEFINED,adhoc ,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
300,sagittarius,1583501222074,3310a50142bc007b87b6204a65510619e38fa30b,origin/release/v1.0.9,ios,release,1.0.9,UNDEFINED,build_app,UNDEFINED,adhoc ,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
301,sagittarius,1583501995268,9ad2309a7c9c7e4815959fa6eb23ccd5ff494e05,origin/release/v1.0.9,ios,release,1.0.9,UNDEFINED,build_app,UNDEFINED,adhoc ,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
302,sagittarius,1583503303722,330cfa58a88b43cac8a506c0b5245e28591726f4,origin/release/v1.0.9,ios,release,1.0.9,UNDEFINED,build_app,UNDEFINED,adhoc ,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
303,zhouyuan,1583504244325,330cfa58a88b43cac8a506c0b5245e28591726f4,origin/release/v1.0.9,ios,debug,1.0.9,UNDEFINED,build_app,UNDEFINED,adhoc ,14,03062,UNDEFINED,UNDEFINED,UNDEFINED
304,sagittarius,1583580461489,35a9316426ada26e1ec912c0d2c6d60db1ae3fef,origin/release/v1.0.9,ios,debug,1.0.9,首页首充礼包不见的问题,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
305,sagittarius,1583758407148,5c51047aa661695726fc46b07b9000e7316210ad,origin/feature/ISBN,android,debug,1.0.9,UNDEFINED,build_app,UNDEFINED,UNDEFINED,15,ISBN,UNDEFINED,UNDEFINED,UNDEFINED
306,zhouyuan,1583820177960,UNDEFINED,origin/release/v1.0.9,ios,debug,1.0.9,UNDEFINED,build_app,UNDEFINED,adhoc ,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
307,zhouyuan,1583820232876,eaa1ccc948bc280773866c4b344ab18296ecab99,origin/release/v1.0.9,ios,debug,1.0.9,UNDEFINED,build_app,UNDEFINED,adhoc ,14,0310,UNDEFINED,UNDEFINED,UNDEFINED
308,zhouyuan,1583821310748,330cfa58a88b43cac8a506c0b5245e28591726f4,v1.0.9,ios,debug,1.0.9,UNDEFINED,build_app,UNDEFINED,adhoc ,14,0310,UNDEFINED,UNDEFINED,UNDEFINED
309,zhouyuan,1583822050987,eaa1ccc948bc280773866c4b344ab18296ecab99,origin/release/v1.0.9.1,ios,debug,1.0.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
310,zhouyuan,1583823093629,eaa1ccc948bc280773866c4b344ab18296ecab99,origin/release/v1.0.9.1,ios,debug,1.0.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
311,zhouyuan,1583823223085,31d0be2299c17f6753d8467157756449663fbc0e,origin/release/v1.0.9.1,ios,debug,1.0.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,14,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
312,sagittarius,1583825065534,31d0be2299c17f6753d8467157756449663fbc0e,origin/release/v1.0.9.1,ios,release,1.0.9,UNDEFINED,upload_patch_choose,UNDEFINED,UNDEFINED,15,UNDEFINED,ios_debug,201838f1_1_0_9,31d0be2299c17f6753d8467157756449663fbc0e
313,sagittarius,1583927521767,f528f275ba08aa7338215dc48e3f97414005f2c2,origin/release/v1.0.9.2,ios,debug,1.0.9,解决按钮连点问题,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
314,sagittarius,1583930425987,d5d3869598a118e6b597a3a8af3a617ac29ca409,origin/release/v1.0.9.2,ios,debug,1.0.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
315,sagittarius,1583931403579,d5d3869598a118e6b597a3a8af3a617ac29ca409,origin/release/v1.0.9.2,ios,release,1.0.9,UNDEFINED,upload_patch_choose,UNDEFINED,UNDEFINED,15,UNDEFINED,ios_debug,201838f1_1_0_9,d5d3869598a118e6b597a3a8af3a617ac29ca409
316,sagittarius,1584440731261,b00d222fd3ca88cfde5c4c5b48732235a4c38222,origin/lua,ios,debug,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
317,sagittarius,1584445356896,5fd5096a5645eb94eb04a9a4c1d66085df353942,origin/lua,ios,debug,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
318,sagittarius,1584447752339,5fd5096a5645eb94eb04a9a4c1d66085df353942,origin/lua,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
319,sagittarius,1584448932536,5fd5096a5645eb94eb04a9a4c1d66085df353942,origin/lua,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
320,sagittarius,1584450846348,5fd5096a5645eb94eb04a9a4c1d66085df353942,origin/lua,ios,debug,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
321,sagittarius,1584504667745,a1763efd4672c40f9a875324c4fab5c77a831491,origin/lua,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
322,sagittarius,1584514188665,c8203908147a53621dfe20c4569534696a847cae,origin/lua,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
323,sagittarius,1584520156394,d6ce79d1da7e1bba9409aa53c0bce7045945f10c,origin/lua,ios,release,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,429,UNDEFINED,UNDEFINED,UNDEFINED
324,sagittarius,1584520207688,d6ce79d1da7e1bba9409aa53c0bce7045945f10c,origin/lua,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,430,UNDEFINED,UNDEFINED,UNDEFINED
325,sagittarius,1584527179241,851e462f2e63b052a04c594c92353832d355f162,origin/lua,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,630,UNDEFINED,UNDEFINED,UNDEFINED
326,sagittarius,1584527480065,d5d8b0d246de39347319855eebdd3397f9aee062,origin/lua,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
327,sagittarius,1584533602510,7a28ae61172c29a7c5335067ae2c197e010c514c,origin/lua,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,326,UNDEFINED,UNDEFINED,UNDEFINED
328,zhouyuan,1584602097198,fa3ffb782e2f025388c54c295bb96111a837448e,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,0319,UNDEFINED,UNDEFINED,UNDEFINED
329,zhouyuan,1584677885908,b50b78eff0bf95fe28214f8e4b2dd28d779c985b,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,0320,UNDEFINED,UNDEFINED,UNDEFINED
330,zhouyuan,1584678133910,0941737362ab8d651215aacd0f42fe04aa7454b6,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,330,UNDEFINED,UNDEFINED,UNDEFINED
331,zhouyuan,1584687394548,7d269c2d8ea87d0a90d5223ecaf96edc82bab2ef,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
332,zhouyuan,1584688330996,414f1540079b62eaf7ba32f4213a5f70d8651dd3,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
333,zhouyuan,1584689355244,2f1672e0b4790b70f56b2ea6851ec0c2927f312f,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
334,zhouyuan,1584690204561,88a669fcec30d699a1763e982353874fd200df89,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
335,zhouyuan,1584691350308,0af090159a576ea278d085b07bccb569eb009fb1,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
336,zhouyuan,1584691984422,22c6fbf019cffdddba38d0015a538d5175f325d0,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
337,zhouyuan,1584693006468,90a03addd54628b5a4843a7c97b0a554737cf34b,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
338,zhouyuan,1584693935440,fa39fff2ddb4da8108ea3637d4340b7efa4c3f6e,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
339,zhouyuan,1584695466121,065ee36c30c4a49ed51350dabb027c9d91b7518f,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
340,zhouyuan,1584695708880,6276c1df16c7347ebcf84d4e81757800f74b81c7,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
341,zhouyuan,1584696149097,47f114f18098b834a06966e1e591e40bf131e0ce,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
342,zhouyuan,1584696503371,d775335f44a1ff67909532c4a099adac3f81c10a,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
343,zhouyuan,1584699458976,85ef5459d795c0332aee19058c0823be02692274,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
344,zhouyuan,1584700325634,85ef5459d795c0332aee19058c0823be02692274,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
345,zhouyuan,1584700785430,7cd75f1bf8e67f594ebdf8a68c94e1b5469ade81,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
346,zhouyuan,1584701346876,cf5310a56070bdd91b1740ac46a9f50ceca814ae,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
347,zhouyuan,1584703035370,423cdbd571d9231b6dbb51c0ad5540b4ce3e9ae1,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
348,zhouyuan,1584706058171,0915471f7e41839c15d58d1ef4952c1659ce3e00,origin/feature/refactor-store,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
349,zhouyuan,1584708045493,3115683a0d3d5d19734ba262d132c104b8b93f48,origin/release/v1.1.0,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
350,zhouyuan,1584708238400,3115683a0d3d5d19734ba262d132c104b8b93f48,origin/release/v1.1.0,ios,release,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,350,UNDEFINED,UNDEFINED,UNDEFINED
351,zhouyuan,1584708341529,3115683a0d3d5d19734ba262d132c104b8b93f48,origin/release/v1.1.0,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,351,UNDEFINED,UNDEFINED,UNDEFINED
352,sagittarius,1584710412300,aada87702cad0a2fc707e6e98ac721772a0b966f,origin/release/v1.1.0,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,352,UNDEFINED,UNDEFINED,UNDEFINED
