JOB_NUMBER,USER,TIMESTAMP,COMMIT_ID,BRANCH,PLATFORM,MODE,VERSION,MODIFY_LOG,BUILD_ACTION,PACKAGE_MODE,IPA_METHOD,BUILD_CODE,ALIAS,PATCH_PLATFORM_MODE,PATCH_VERSION,PATCH_COMMIT
1051,lanqixing,1597803472364,8d50d702a8755ea71d337347221d8b4846c4854d,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1051,UNDEFINED,UNDEFINED,UNDEFINED
1052,lanqixing,1597808536800,0ad0e88678a94d541357bd54f0667f8afcd4573e,origin/lua,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1052,UNDEFINED,UNDEFINED,UNDEFINED
1053,lanqixing,1597819217819,c3d17ca8050e9f635a8aa76b0fde07674b31e137,origin/release/android/v1.1.9,android,debug,1.1.9,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1053,UNDEFINED,UNDEFINED,UNDEFINED
1054,lanqixing,1597829873737,8257a11fcc331be7f8adf4ea3b854548de6281f7,origin/lua,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1054,UNDEFINED,UNDEFINED,UNDEFINED
1055,sunshilong,1597832332042,f19b6d08886b1477242d71ee5ee268d671a42d02,origin/v1.1.9.android.no_gpu_skin,android,release,1.1.9,UNDEFINED,build_app,FULL_APK,UNDEFINED,1190005,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1056,lanqixing,1597836003369,be7abca37488c97c08cb731ff7680050c3bbac8c,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1056,UNDEFINED,UNDEFINED,UNDEFINED
1057,wuhao,1597836829240,3580214e1938b51de70406751ab95493d1025ae1,origin/v1.1.9.android.no_gpu_skin,android,release,1.1.9,UNDEFINED,build_app,FULL_APK,UNDEFINED,1190005,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1058,sunshilong,1597839957875,ba0b374718cf1e70ff691e84bc3fce22f43f9615,origin/v1.1.9.android.no_gpu_skin,android,release,1.1.9,UNDEFINED,build_app,FULL_APK,UNDEFINED,1190006,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1059,lanqixing,1597890655018,be7abca37488c97c08cb731ff7680050c3bbac8c,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1059,UNDEFINED,UNDEFINED,UNDEFINED
1060,lanqixing,1597904009735,ff179c1571fc37b51abca4d3ee790ecce6403b09,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1060,UNDEFINED,UNDEFINED,UNDEFINED
1061,sunshilong,1597908506775,cbd8c3fbed1eee41537cd3c62d47c756307c9869,origin/release/android/v1.1.10,android,release,1.1.10,UNDEFINED,build_app,OBB,UNDEFINED,101100000,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1062,lanqixing,1597915320733,72da9320f5fb270752baa5a361227c815b693205,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1062,UNDEFINED,UNDEFINED,UNDEFINED
1063,lanqixing,1597979819634,c3d17ca8050e9f635a8aa76b0fde07674b31e137,v1.1.9.android,android,debug_server,1.1.9,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1063,UNDEFINED,UNDEFINED,UNDEFINED
1064,lanqixing,1597980716441,c3d17ca8050e9f635a8aa76b0fde07674b31e137,v1.1.9.android,android,release,1.1.9,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1064,UNDEFINED,UNDEFINED,UNDEFINED
1065,lanqixing,1597983189925,b8b1b5feb940bd6bc3da824b8698814da1dfdd42,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1065,UNDEFINED,UNDEFINED,UNDEFINED
1066,sunshilong,1597989081162,cbd8c3fbed1eee41537cd3c62d47c756307c9869,origin/release/android/v1.1.10,android,release,1.1.10,UNDEFINED,build_app,OBB,UNDEFINED,101100001,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1067,lanqixing,1597993142639,cbd8c3fbed1eee41537cd3c62d47c756307c9869,origin/release/android/v1.1.10,android,release,1.1.10,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1067,UNDEFINED,UNDEFINED,UNDEFINED
1068,lanqixing,1598251735954,6464d2a5391f29264c8372b500f81e9c5d7b278b,origin/lua,android,release,1.1.10,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1068,UNDEFINED,UNDEFINED,UNDEFINED
1069,lanqixing,1598264238520,ee08feae49f2baef8c2b63780b2dcc9d80260e8f,origin/lua,android,release,1.1.10,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1069,UNDEFINED,UNDEFINED,UNDEFINED
1070,lanqixing,1598321291449,cb4de9921f62d5ae1796bf0ecde2f7be0c392cbd,origin/lua,android,debug,1.1.10,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1070,UNDEFINED,UNDEFINED,UNDEFINED
1071,lanqixing,1598322099607,cb4de9921f62d5ae1796bf0ecde2f7be0c392cbd,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1071,UNDEFINED,UNDEFINED,UNDEFINED
1072,lanqixing,1598323079180,cb4de9921f62d5ae1796bf0ecde2f7be0c392cbd,origin/lua,android,debug,1.1.10,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1072,UNDEFINED,UNDEFINED,UNDEFINED
1073,lanqixing,1598326369238,cb4de9921f62d5ae1796bf0ecde2f7be0c392cbd,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1073,UNDEFINED,UNDEFINED,UNDEFINED
1074,lanqixing,1598335854916,cb4de9921f62d5ae1796bf0ecde2f7be0c392cbd,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1074,UNDEFINED,UNDEFINED,UNDEFINED
1075,lanqixing,1598350449690,cb4de9921f62d5ae1796bf0ecde2f7be0c392cbd,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1075,UNDEFINED,UNDEFINED,UNDEFINED
1076,sunshilong,1598353972023,cb4de9921f62d5ae1796bf0ecde2f7be0c392cbd,origin/lua,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1077,lanqixing,1598358489906,7731088dd422c79fd76fbf223ac32aae1654e791,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1077,UNDEFINED,UNDEFINED,UNDEFINED
1078,lanqixing,1598411440408,eb148fecc3e200b7eb072b5a5fadb31e872da68e,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1078,UNDEFINED,UNDEFINED,UNDEFINED
1079,lanqixing,1598425213331,1ef47b824611e101181ea2906819a441f049002d,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1079,UNDEFINED,UNDEFINED,UNDEFINED
1080,lanqixing,1598429635304,1ddd1c8b77312f3acaf12e0da1e3af6efbe3bb42,v1.1.8.2,android,debug,1.1.8.2,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1080,UNDEFINED,UNDEFINED,UNDEFINED
1081,lanqixing,1598430185622,c35c38eeab7d8817950abc3289c32110bf738ab2,origin/release/v1.2.0,ios,debug,1.2.0,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1081,UNDEFINED,UNDEFINED,UNDEFINED
1082,sunshilong,1598431159233,d735dadfa75ce4cdd6242f861164aad929c520b9,origin/release/v1.1.9,ios,debug,1.1.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1083,sunshilong,1598431606937,3b6eee4cb7cb35029b9b7b3480d2ef81113a62d3,origin/release/android/v1.1.9,android,debug,1.1.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1084,sunshilong,1598433689001,12123c16e2c90c2ca1956e1ec420e64b56997a2f,origin/release/android/v1.1.8,android,debug,1.1.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1085,sunshilong,1598434457417,12123c16e2c90c2ca1956e1ec420e64b56997a2f,origin/release/android/v1.1.8,android,release,1.1.8,UNDEFINED,upload_patch_choose,UNDEFINED,UNDEFINED,22,UNDEFINED,android_debug,201838f1_1_1_8,12123c16e2c90c2ca1956e1ec420e64b56997a2f
1086,sunshilong,1598435036424,a3fe06447e1a5cf6253743571c6b128b0be95262,origin/release/android/v1.1.10,android,debug,1.1.10,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1087,sunshilong,1598436320880,a3fe06447e1a5cf6253743571c6b128b0be95262,origin/release/android/v1.1.10,android,release,1.1.10,UNDEFINED,upload_patch_choose,UNDEFINED,UNDEFINED,22,UNDEFINED,android_debug,201838f1_1_1_10,a3fe06447e1a5cf6253743571c6b128b0be95262
1088,sunshilong,1598436555495,3b6eee4cb7cb35029b9b7b3480d2ef81113a62d3,origin/release/android/v1.1.9,android,release,1.1.9,UNDEFINED,upload_patch_choose,UNDEFINED,UNDEFINED,22,UNDEFINED,android_debug,201838f1_1_1_9,3b6eee4cb7cb35029b9b7b3480d2ef81113a62d3
1089,sunshilong,1598438650934,UNDEFINED,origin/release/v1.1.9,ios,debug,1.1.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1090,sunshilong,1598438969074,d735dadfa75ce4cdd6242f861164aad929c520b9,origin/release/v1.1.9,ios,debug,1.1.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1091,lanqixing,1598442881715,c35c38eeab7d8817950abc3289c32110bf738ab2,origin/release/v1.2.0,android,debug,1.2.0,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1091,UNDEFINED,UNDEFINED,UNDEFINED
1092,sunshilong,1598443176545,d735dadfa75ce4cdd6242f861164aad929c520b9,origin/release/v1.1.9,ios,release,1.1.9,UNDEFINED,upload_patch_choose,UNDEFINED,UNDEFINED,22,UNDEFINED,ios_debug,201838f1_1_1_9,d735dadfa75ce4cdd6242f861164aad929c520b9
1093,sunshilong,1598445057742,c35c38eeab7d8817950abc3289c32110bf738ab2,origin/release/v1.2.0,android,debug,1.2.0,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1094,wuhao,1598446774459,3b6eee4cb7cb35029b9b7b3480d2ef81113a62d3,origin/release/android/v1.1.9,android,release,1.1.9,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1095,wuhao,1598447227261,c35c38eeab7d8817950abc3289c32110bf738ab2,origin/release/v1.2.0,android,release,1.2.0,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1096,lanqixing,1598494190677,515e323458718695de2b3a5ee3eac3fafc6e24d4,origin/release/v1.2.0,ios,debug,1.2.0,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1096,UNDEFINED,UNDEFINED,UNDEFINED
1097,lanqixing,1598495892825,f6f9ade8274e136ea0b85895fdeeac024841d879,origin/release/v1.2.0,ios,debug_server,1.2.0,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1097,UNDEFINED,UNDEFINED,UNDEFINED
1098,lanqixing,1598496584473,f6f9ade8274e136ea0b85895fdeeac024841d879,origin/release/v1.2.0,ios,debug,1.2.0,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1098,UNDEFINED,UNDEFINED,UNDEFINED
1099,lanqixing,1598516190708,7ef3d0a0b41ae357834348e2f3dea4f846792a18,v1.1.9.1,ios,debug_server,1.1.9.1,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1099,UNDEFINED,UNDEFINED,UNDEFINED
1100,lanqixing,1598517023486,d735dadfa75ce4cdd6242f861164aad929c520b9,v1.1.9.2,ios,debug_server,1.1.9.2,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1100,UNDEFINED,UNDEFINED,UNDEFINED
1101,lanqixing,1598527179188,7ef3d0a0b41ae357834348e2f3dea4f846792a18,v1.1.9.1,ios,debug,1.1.9.1,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1101,UNDEFINED,UNDEFINED,UNDEFINED
1102,lanqixing,1598528093352,f960fbca123be5218fbe140d440605833ff666c5,v1.1.8.1,ios,debug,1.1.8.1,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1102,UNDEFINED,UNDEFINED,UNDEFINED
1103,lanqixing,1598528279633,f6f9ade8274e136ea0b85895fdeeac024841d879,origin/release/v1.2.0,ios,debug,1.2.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,1103,UNDEFINED,UNDEFINED,UNDEFINED
1104,liuzhanzhi,1598529879998,f6f9ade8274e136ea0b85895fdeeac024841d879,origin/release/v1.2.0,ios,release,1.2.0,UNDEFINED,build_app,UNDEFINED,appstore,26,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1105,lanqixing,1598839548473,53f371e7809b08e61ae4c9b5cac817b2ae1c44c0,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1105,UNDEFINED,UNDEFINED,UNDEFINED
1106,lanqixing,1598841497031,5fd3326ed4ada84bbeb1efc76e2485dea68c34e0,origin/release/android/v1.2.0,android,debug,1.2.0,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1106,UNDEFINED,UNDEFINED,UNDEFINED
1107,sunshilong,1598845605778,5fd3326ed4ada84bbeb1efc76e2485dea68c34e0,origin/release/android/v1.2.0,android,debug,1.2.0,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1108,sunshilong,1598846313955,125e17ebd796c1290c6d23a51adc3c146bc6a57f,origin/release/android/v1.2.0,android,release,1.2.0,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1109,lanqixing,1598847803204,125e17ebd796c1290c6d23a51adc3c146bc6a57f,origin/release/android/v1.2.0,android,debug_server,9.9.9,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1109,UNDEFINED,UNDEFINED,UNDEFINED
1110,sunshilong,1598856983985,125e17ebd796c1290c6d23a51adc3c146bc6a57f,origin/release/android/v1.2.0,android,release,1.2.0,UNDEFINED,build_app,OBB,UNDEFINED,102000000,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1111,sunshilong,1598861883865,7dbc1c0c770415563988dd13cbeba49221e6d3d0,origin/lua,android,release,1.2.0,UNDEFINED,build_app,OBB,UNDEFINED,102000001,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1112,lanqixing,1598862841708,f6f9ade8274e136ea0b85895fdeeac024841d879,v1.2.0,ios,release,1.2.0,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1112,UNDEFINED,UNDEFINED,UNDEFINED
1113,sunshilong,1598863546160,3255789b9413977324b97a86c944a7814ef67df1,origin/release/android/v1.2.0,android,release,1.2.0,UNDEFINED,build_app,OBB,UNDEFINED,102000002,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1114,lanqixing,1598870143021,f6f9ade8274e136ea0b85895fdeeac024841d879,v1.2.0,ios,debug,1.2.0,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1114,UNDEFINED,UNDEFINED,UNDEFINED
1115,sunshilong,1598873593756,3255789b9413977324b97a86c944a7814ef67df1,origin/release/android/v1.2.0,android,release,1.2.0,UNDEFINED,build_app,OBB,UNDEFINED,102000003,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1116,lanqixing,1598928431208,5fd3326ed4ada84bbeb1efc76e2485dea68c34e0,origin/release/v1.2.0,ios,debug,1.2.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,1116,UNDEFINED,UNDEFINED,UNDEFINED
1117,lanqixing,1598929029739,f6f9ade8274e136ea0b85895fdeeac024841d879,v1.2.0,ios,release,1.2.0,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1117,UNDEFINED,UNDEFINED,UNDEFINED
1118,lanqixing,1598932480741,5fd3326ed4ada84bbeb1efc76e2485dea68c34e0,origin/release/v1.2.0,ios,debug,1.2.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,1118,UNDEFINED,UNDEFINED,UNDEFINED
1119,sunshilong,1598943752519,5fd3326ed4ada84bbeb1efc76e2485dea68c34e0,origin/release/v1.2.0,ios,release,1.2.0,UNDEFINED,upload_patch_choose,UNDEFINED,UNDEFINED,22,UNDEFINED,ios_debug,201838f1_1_2_0,5fd3326ed4ada84bbeb1efc76e2485dea68c34e0
1120,lanqixing,1598960483144,cbd8c3fbed1eee41537cd3c62d47c756307c9869,android/v1.1.10,android,release,1.1.10,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1120,UNDEFINED,UNDEFINED,UNDEFINED
1121,lanqixing,1599016015184,c0d6ff37ae2183b4f9332eddbcadfaf9fb9840cb,origin/lua,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1121,UNDEFINED,UNDEFINED,UNDEFINED
1122,lanqixing,1599020964264,5fd3326ed4ada84bbeb1efc76e2485dea68c34e0,v1.2.0.1,ios,debug_server,1.2.0.1,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1122,UNDEFINED,UNDEFINED,UNDEFINED
1123,lanqixing,1599029807508,ea4a84f4b41a1b1739821fa807b4c01cd278582c,origin/lua,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1123,UNDEFINED,UNDEFINED,UNDEFINED
1124,lanqixing,1599037144920,3255789b9413977324b97a86c944a7814ef67df1,android/v1.2.0,android,debug_server,1.2.0,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1124,UNDEFINED,UNDEFINED,UNDEFINED
1125,lanqixing,1599038768780,ea579686170d7736cd4d52ef3229128a3c2e2673,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1125,UNDEFINED,UNDEFINED,UNDEFINED
1126,lanqixing,1599101717994,3255789b9413977324b97a86c944a7814ef67df1,android/v1.2.0,android,release,1.2.0,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1126,UNDEFINED,UNDEFINED,UNDEFINED
1127,lanqixing,1599103576184,7e9146bc95c9c610aac66b882048835a33e3b13e,origin/lua,android,debug_server,9.9.9,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1127,UNDEFINED,UNDEFINED,UNDEFINED
1128,lanqixing,1599106531467,7e9146bc95c9c610aac66b882048835a33e3b13e,origin/lua,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1128,UNDEFINED,UNDEFINED,UNDEFINED
1129,lanqixing,1599118634517,7e9146bc95c9c610aac66b882048835a33e3b13e,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1129,UNDEFINED,UNDEFINED,UNDEFINED
1130,lanqixing,1599125461268,8b684cc4cc79bb7401398a306ddf12f9912b2c9a,v1.1.7,ios,release,1.1.7,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1130,UNDEFINED,UNDEFINED,UNDEFINED
1131,lanqixing,1599128566710,6606735b34046df6bf52a7842775c01ff8f0c421,v1.1.6,ios,release,1.1.6,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,1131,UNDEFINED,UNDEFINED,UNDEFINED
1132,lanqixing,1599129255302,6606735b34046df6bf52a7842775c01ff8f0c421,v1.1.6,ios,release,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1132,UNDEFINED,UNDEFINED,UNDEFINED
1133,lanqixing,1599131100744,d411ed29325889030935cfe3afa38b7838dd85a3,android/v1.1.7,android,release,1.1.7,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1133,UNDEFINED,UNDEFINED,UNDEFINED
1134,lanqixing,1599132277486,70920d1e0605409d62235eb8fad03630b0b2ddcf,android/v1.1.6,android,release,1.1.6,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1134,UNDEFINED,UNDEFINED,UNDEFINED
1135,lanqixing,1599132740748,70920d1e0605409d62235eb8fad03630b0b2ddcf,android/v1.1.6,android,release,1.1.6,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1135,UNDEFINED,UNDEFINED,UNDEFINED
1136,lanqixing,1599184721369,bfe3395ca35f6c18173c5ce00deb4d06fbbba92d,android/v1.1.8,android,release,1.1.8,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1136,UNDEFINED,UNDEFINED,UNDEFINED
1137,lanqixing,1599202939438,a3fe06447e1a5cf6253743571c6b128b0be95262,android/v1.1.10.1,android,release,1.1.10.1,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,1137,UNDEFINED,UNDEFINED,UNDEFINED
1138,lanqixing,1599470239646,77ad339d65882c77ba4054af49bf0e2fbb5b4d12,origin/release/v1.1.7,ios,release,1.1.7,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1138,UNDEFINED,UNDEFINED,UNDEFINED
1139,lanqixing,1599474440171,f6f9ade8274e136ea0b85895fdeeac024841d879,v1.2.0,ios,debug,1.2.0,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1139,UNDEFINED,UNDEFINED,UNDEFINED
1140,sunshilong,1599567797294,6f13043436ef593ec19366492711e84539652aa0,origin/experimental/ios-proj,ios,debug_server,1.2.1,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1141,lanqixing,1599622495529,4b5d24d7b60697e1b1a4f700cdfba1b98e4a692d,origin/lua,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1141,UNDEFINED,UNDEFINED,UNDEFINED
1142,lanqixing,1599623945937,6eaef23cb2f3fd125f2a1e0159583ff54747b064,origin/lua,ios,debug,9.9.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,1142,UNDEFINED,UNDEFINED,UNDEFINED
1143,lanqixing,1599632297711,dc89d6ddd9e52f2f77707a2a6f97174cb5f81e2c,origin/lua,ios,debug,9.9.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,1143,UNDEFINED,UNDEFINED,UNDEFINED
1144,lanqixing,1599633931198,f9a99cca70033744cb26018037dbc4328a747236,origin/lua,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1144,UNDEFINED,UNDEFINED,UNDEFINED
1145,lanqixing,1599637777216,da224e9686acc7c25c08317a4d5c6b1ce4607337,origin/lua,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1145,UNDEFINED,UNDEFINED,UNDEFINED
1146,lanqixing,1599639215953,bfe3395ca35f6c18173c5ce00deb4d06fbbba92d,android/v1.1.8,ios,release,1.1.8,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1146,UNDEFINED,UNDEFINED,UNDEFINED
1147,sunshilong,1599639918496,b5028d15a497559152ac7444010e4b424f715375,v1.1.7.4,ios,debug,1.1.7,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1148,sunshilong,1599640904905,5fd3326ed4ada84bbeb1efc76e2485dea68c34e0,v1.2.0.1,ios,debug,1.2.0,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1149,lanqixing,1599642800173,f51fef0397d22b2448569b086b7bf99c1c66cdfb,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1149,UNDEFINED,UNDEFINED,UNDEFINED
1150,lanqixing,1599643527841,0549e5bc76e8fc0b5d85c67f3d8739cb8cbdc6b8,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1150,UNDEFINED,UNDEFINED,UNDEFINED
1151,lanqixing,1599646972668,fe8b8d61677c5bbfb971ff84c7eaae0f4b3af096,origin/lua,ios,debug_server,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,1151,UNDEFINED,UNDEFINED,UNDEFINED
1152,lanqixing,1599655552964,bcf7a1b4e6c0a2efc333ed0d1f1ed0d8aea70430,origin/release/v1.2.1,ios,debug_server,1.2.1,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1153,lanqixing,1599702941695,bcf7a1b4e6c0a2efc333ed0d1f1ed0d8aea70430,origin/lua,android,debug,1.2.1,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1154,lanqixing,1599703577013,bcf7a1b4e6c0a2efc333ed0d1f1ed0d8aea70430,origin/release/v1.2.1,ios,debug,1.2.1,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1155,lanqixing,1599721153458,a919ba554160059ac6b64263ef7cdfe44845bf84,origin/lua,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1156,lanqixing,1599727377111,1ddd1c8b77312f3acaf12e0da1e3af6efbe3bb42,v1.1.8.2,ios,debug,1.1.8,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1157,lanqixing,1599728237059,924bc7292e4ef53e4fceac02a51d44e0875740c1,origin/lua,ios,debug_server,1.2.1,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1158,lanqixing,1599734005548,c853430ea701fddef94ba4a474ee00b8be71d2b4,origin/release/v1.2.1,ios,debug_server,1.2.1,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1159,liuzhanzhi,1599742902953,e47dfe0070ac68df183d3e18ef31246f6151018e,origin/release/v1.2.1,ios,release,1.2.1,UNDEFINED,build_app,UNDEFINED,appstore,27,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1160,lanqixing,1599743921485,e47dfe0070ac68df183d3e18ef31246f6151018e,origin/release/v1.2.1,ios,release,1.2.1,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1161,sunshilong,1599796123166,6d3055eb65b1c69a5c3f03ed3617a554807423a8,origin/release/android/v1.2.1,android,debug,1.2.1,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
1162,sunshilong,1599806282251,6d3055eb65b1c69a5c3f03ed3617a554807423a8,origin/release/android/v1.2.1,android,debug,1.2.1,UNDEFINED,build_app,FULL_APK,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
