JOB_NUMBER,COMMIT_ID,BRANCH,PLATFORM,MODE,VERSION,MODIFY_LOG,BUILD_ACTION,PACKAGE_MODE,IPA_METHOD,BUILD_CODE,ALIAS,PATCH_PLATFORM_MODE,PATCH_VERSION,PATCH_COMMIT
178,c71fa25e17fb8296edefda96e821b79889bc9aa2,origin/lua,ios,debug,1.0.7,,upload_patch,undefined,,13,,undefined,undefined,undefined
179,d5acbee36cde6ddf6bb8618ce34aaf89e44c8579,origin/lua,ios,debug,1.0.7,,upload_patch,undefined,,13,,undefined,undefined,undefined
180,65e301151afb0500428506559fdf1873d2b66b46,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,undefined,undefined,undefined
181,7f12843565cdbaa5bd4d2bd8afb2c142feaf7d72,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,undefined,undefined,undefined
182,b8b3afc25980780d75f77e0fd1bece5da9272d23,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,undefined,undefined,undefined
183,be09b4042603d1fd6e59a88f4cef5466d79b3a39,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,undefined,undefined,undefined
184,9acf02096340b57219b029b1ab942a6a4179a3f0,origin/lua,ios,debug,1.0.7,,upload_patch_fixed,undefined,,13,,ios_debug,201838f1_1_0_7,047a927405dff1f6a7557a7e06d2d855
185,6d85e77affe4dadab4e50f40c6d2fdcac7074884,origin/lua,ios,debug,1.0.7,,upload_patch,undefined,,13,,,,
186,c5da533cfb363f56a5c211b4d2964992cc45be22,origin/lua,ios,debug,1.0.7,,upload_patch,undefined,,13,,,,
187,c5da533cfb363f56a5c211b4d2964992cc45be22,origin/lua,ios,debug,1.0.8,,upload_patch_fixed,undefined,,13,,ios_debug,201838f1_1_0_7,c51704f02c17ed54e2fc70c1b0b37477
188,c5da533cfb363f56a5c211b4d2964992cc45be22,origin/lua,ios,debug,1.0.8,,upload_patch_fixed,undefined,,13,,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
189,c5da533cfb363f56a5c211b4d2964992cc45be22,origin/lua,ios,debug,1.0.8,,upload_patch_fixed,undefined,,13,,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
190,3562d8153c8290c2323f02aa561bd1f8c3746b64,origin/lua,ios,debug,1.0.8,,upload_patch_fixed,undefined,,13,,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
191,3562d8153c8290c2323f02aa561bd1f8c3746b64,origin/lua,ios,debug,1.0.8,,upload_patch_fixed,undefined,,13,,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
192,3562d8153c8290c2323f02aa561bd1f8c3746b64,origin/lua,ios,debug,1.0.8,,upload_patch_fixed,undefined,,13,,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
193,6b0bfcc26d7da1e03a9021b5c128bdf151faf6fd,origin/lua,ios,debug,1.0.8,,upload_patch_fixed,undefined,,13,,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
194,da14558a7341e8745e7fb5c62fcabb24d656e022,origin/lua,ios,debug,1.0.7,,upload_patch,undefined,,13,,,,
195,da14558a7341e8745e7fb5c62fcabb24d656e022,origin/lua,ios,debug,1.0.8,,upload_patch_fixed,undefined,,13,,ios_debug,201838f1_1_0_7,da14558a7341e8745e7fb5c62fcabb24d656e022
196,d51e3c80e5ea7f2b8ea99d5942604621081ab172,origin/lua,ios,debug,1.0.7,,upload_patch,undefined,,13,,,,
197,bfe3b9fd8bd9a559b0b9ae404c6361031813fca5,v1.0.7.1/280d62a,ios,debug,1.0.7,,build_app,undefined,adhoc ,13,,,,
198,efdcfdcedf55f9479bf2081f07a281a462ecd79c,origin/release/1.0.7.2,ios,debug,1.0.7,,upload_patch,undefined,,13,,,,
199,0030c2947cb02445662a23d8c47f052399827384,origin/lua,android,debug,1.0.8,,build_app,undefined,,3,nick,,,
200,0030c2947cb02445662a23d8c47f052399827384,origin/lua,android,debug,1.0.8,,build_app,undefined,,3,nick,,,
201,da5537361d834c982bb4c74e5affc612af7a2683,origin/lua,android,debug,1.0.8,,upload_patch,undefined,,13,nick,,,
202,da5537361d834c982bb4c74e5affc612af7a2683,origin/lua,android,debug,1.0.8,,build_app,undefined,,13,nick,,,
203,c2246b3330a7908b34e895989a2c4faab27b77b4,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
204,c2246b3330a7908b34e895989a2c4faab27b77b4,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,0225,,,
205,efdcfdcedf55f9479bf2081f07a281a462ecd79c,origin/release/1.0.7.2,ios,debug,1.0.7,,upload_patch,undefined,,13,,,,
206,efdcfdcedf55f9479bf2081f07a281a462ecd79c,origin/release/1.0.7.2,ios,release,1.0.7,强联网的热更版本,upload_patch,undefined,,13,,,,
207,cdfa22ac9686ac5f0ee431af9fc59143da29edda,origin/lua,android,debug,1.0.8,,upload_patch,undefined,,13,,,,
208,cdfa22ac9686ac5f0ee431af9fc59143da29edda,origin/lua,android,debug,1.0.8,,build_app,undefined,,13,nick,,,
209,e356210dd37dedb0e4089cdb61d5427a6a8d57df,origin/lua,android,debug,1.0.8,,build_app,undefined,,13,nick,,,
210,e356210dd37dedb0e4089cdb61d5427a6a8d57df,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
211,943c90aadb6eee86f4bf10dcd4604bb913a49e4c,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,nick,,,
212,3ed44701b54fceb8f44c704a992f98c6ff1ba908,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,0226,,,
213,eb1c8d912c617ea5866c66796839cf9448c4dcbe,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
214,a250271eba78e06cfbf9fa2af8dc3a1307a3212f,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,,,,
215,2810974f855f7fd0ca8655f13aa29dd7f6a82261,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,,,,
216,3e3401fa4c39b0c62eb50536045172eb8050c4c0,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
217,e43f4c47fc34bc977849525be12310e425b41175,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,02262,,,
218,e628639ed0beb3b0a3a321cd6bdfbb24c3dc6408,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
219,9f158362aaa922883930fa6eeb3578c6ec9cef2a,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,0227,,,
220,93908bd9495560a0c16345949bb14fa22b8acf7b,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
221,67768be0bfec59d97f41addda65874b5e542b22b,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,0228,,,
222,7bc58d26204c2540479a6bec5f01dc1e3870705c,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,02282,,,
223,11fee01387ade7d7a0acecd1f92f378720555dfb,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,0229,,,
224,13bfd9822da4979a6eb546750279947ee8460a0e,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
225,5df4483506f840e042fe15f2e0e50211e9a46214,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
226,a12a9b3e9d266aa7c5f7daaa222d3b3f724dadbc,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,0302,,,
227,77e461a0c1dbc768651cabfdcd50ab3c48616ce5,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
228,3da5d79a085941ed52f5d83a1efb32efa9df9ab5,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
229,8eab17caf2c216fded193652fc89405ec68046e0,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
230,b7797fd4d36306dc89fbe1cb6253c11e0fc253ca,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,03022,,,
231,a07e69b9708ca813fe9a6218baf4c521f1665a8b,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
232,3ab43be4cb72cfe7c0fbb2d21fff4b9a66b710b6,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
233,f69f3d9174476700b1b0b389fd411b23d7e5e991,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
234,7693c1079945076f78826c25d3b5d30ab597e0da,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
235,b95355889557152c6bf424828dfb6a7ff967eede,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
236,7693c1079945076f78826c25d3b5d30ab597e0da,origin/feature/ssl,ios,debug,1.0.8.xxxx,,upload_patch,undefined,,13,,,,
237,7693c1079945076f78826c25d3b5d30ab597e0da,origin/feature/ssl,ios,debug,1.0.8.1234,,upload_patch,undefined,,13,,,,
238,7693c1079945076f78826c25d3b5d30ab597e0da,origin/feature/ssl,ios,debug,1.0.8.1234,,build_app,undefined,adhoc ,14,,,,
239,795c6bcc1eae99102419c9a8772867557faa4380,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
240,92d219c7d182031da02e2071a47760475de25cdb,origin/feature/ssl,ios,debug,1.0.8.1234,,upload_patch,undefined,,13,,,,
241,77fa6241c75ee2f2e9fd6419e23804318aef818e,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
242,92d219c7d182031da02e2071a47760475de25cdb,origin/feature/ssl,ios,debug,1.0.8.1234,,upload_patch,undefined,,13,,,,
243,cac812040d1e2df39167d9c8c4e47e1dce9a869b,origin/feature/ssl,ios,debug,1.0.8.1234,,upload_patch,undefined,,13,,,,
244,cac812040d1e2df39167d9c8c4e47e1dce9a869b,origin/feature/ssl,ios,debug,1.0.8.1,,build_app,undefined,adhoc ,13,,,,
245,cac812040d1e2df39167d9c8c4e47e1dce9a869b,origin/feature/ssl,ios,debug,1.0.8.1234,,upload_patch,undefined,,13,IAPTEST,,,
246,cac812040d1e2df39167d9c8c4e47e1dce9a869b,origin/feature/ssl,ios,debug,1.0.8.1234,,build_app,undefined,adhoc ,13,IAPTEST,,,
247,cac812040d1e2df39167d9c8c4e47e1dce9a869b,origin/feature/ssl,ios,debug,1.0.8.1234,,upload_patch,undefined,,13,IAPTEST,,,
248,8d6edb0ada6cfddf2d4192b66b054d0b4b5f4e19,origin/lua,android,debug,1.0.8,,build_app,undefined,,13,,,,
249,b3bfb8d7e62138a6d8026a3d6522bb9d411ead90,origin/feature/ssl,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,ssl,,,
250,b237859e6d73beab2eb1df50e8af4b820db4f3a1,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
251,16fa52052f19bcb9be39cbd087cb9df2dde4ceac,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
252,2d84871a3d62eee844d6c83ce50996af8c9996d1,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
253,376f7800981888281b3d9b28d2cfae63e6e5adc4,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
254,be16d6fc34c1e13d02d9e4ce049cfb287189e58a,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
255,2862e863d23b32ef406a69d4586fd62d203d7baf,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
256,2259c18c2ef4743fa53b69c38d429ec03f23849c,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
257,d6c42e343d7e0ac666d2dfc36ac611ae2017f523,origin/feature/ssl,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
258,e0aecfd405589658f5eff0015f198dcc35f88f67,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,0303,,,
259,3882d1bb0df2de2bfd9861301a07971daf0216f3,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
260,8e4c64d822bcdf514f4876e751d05ba2ccbbc7c0,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
261,996a253d0d22d7483bf85300df8bdbf9746f2bd2,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
262,5f1d6bfaf355ff1fbc50ce978dfa22db2503b618,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
263,1af21bfa1969621a29587ab38cb9696f708b2b81,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
264,9efd288ceb1227702e6910b484c829d9c132a82f,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
265,9efd288ceb1227702e6910b484c829d9c132a82f,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
266,d22f44f78ff9194fe8e50702c3a066331f9775a8,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
267,f62811de2f2c07ec7c8a87411a82a0b449151663,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
268,37d21e0e190084c5c0f083acf9cf4ae70563c908,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
269,e99644f2ddc4c26b030aee5026c8e6c9edbc22a7,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
270,3077fbfe5b3e7622ff7c27f0916d85c2a0a037ee,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
271,3077fbfe5b3e7622ff7c27f0916d85c2a0a037ee,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
272,24c18ec6a2e043b06c8238f529bf3b7ea6029859,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
273,75d86401f2f0ae5418763e4edcef4f7074985f6a,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,0305,,,
274,a04964b03bc9ccf4fcec2e8c35ff81dcac02f294,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
275,f002072a76ac22b342888a95e75cf002aaf8318e,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
276,344bdac89b36fd124504eb584efea2eab90a54b3,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
277,259015a3e932b44a1820de585f6adf70b5ac390b,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
278,3bedc9381bec116de194369935bed1c4a8c9354b,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
279,777ed6f13cdb1a7cac97bc16be45053d30ad57f4,origin/lua,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
280,777ed6f13cdb1a7cac97bc16be45053d30ad57f4,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,0305,,,
281,777ed6f13cdb1a7cac97bc16be45053d30ad57f4,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,03052,,,
282,1d7ba97a46e86e12d54188cc53eca62601f568c3,origin/lua,ios,debug,1.0.8,,build_app,undefined,adhoc ,13,03053,,,
283,a2a03152c34e108cb2753b4e555cc4e7635433cf,origin/lua,ios,release,1.0.8,,build_app,undefined,adhoc ,13,,,,
284,69a13a260320a74962a029e7e84d722af24338b9,origin/lua,ios,release,1.0.8,,build_app,undefined,adhoc ,13,,,,
285,69a13a260320a74962a029e7e84d722af24338b9,origin/release/v1.0.8,ios,release,1.0.8,,build_app,undefined,adhoc ,13,,,,
286,8fc01418bdbd9fcefd429447f89cb99b82882afd,origin/feature/ISBN,android,debug,1.0.8,,build_app,undefined,,13,0306,,,
287,015877e2d634c377c3f4f5c915ea1012383cbf45,origin/release/v1.0.8,ios,release,1.0.8,修复地图走不动的问题,upload_patch,undefined,,13,,,,
288,585442efe7f21d940ed740da21022299855ba5ea,origin/lua,ios,release,1.0.9,,build_app,undefined,adhoc ,14,,,,
289,e11a88aea9eb6417d2897f49b1415afc9719d2d0,origin/release/v1.0.8,ios,release,1.0.8,解决没拉到数据卡住的问题,upload_patch,undefined,,13,,,,
290,e11a88aea9eb6417d2897f49b1415afc9719d2d0,origin/release/v1.0.8,ios,debug,1.0.8,,upload_patch,undefined,,14,,,,
291,e11a88aea9eb6417d2897f49b1415afc9719d2d0,origin/release/v1.0.8,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
292,009837ea934b7febc4c396fe7000253d513841c7,origin/release/v1.0.8,ios,debug,1.0.8,,upload_patch,undefined,,13,,,,
293,95f48a67957f856e5c35dc3281ce352cf90f5a8e,origin/release/v1.0.8,ios,debug,1.0.8,,upload_patch,undefined,,14,,,,
294,95f48a67957f856e5c35dc3281ce352cf90f5a8e,origin/release/v1.0.8,ios,release,1.0.8,,upload_patch_choose,undefined,,14,,ios_debug,201838f1_1_0_8,e11a88aea9eb6417d2897f49b1415afc9719d2d0
295,2cfa1f699970babe221c2e7b1d5a16d649630304,origin/release/v1.0.8,ios,debug,1.0.8,,upload_patch,undefined,,14,,,,
296,2278dbd48be18cc5f0bf4b10f79b3a07dd29fb5f,origin/release/v1.0.8,ios,debug,1.0.8,,upload_patch,undefined,,14,,,,
297,058a8ea053dca96a159b7c53b7480dda43902190,origin/feature/ISBN,android,debug,1.0.8,,build_app,undefined,,13,03062,,,
298,5aea3117b8c9f4b8dd6d837f3a6a6c1117938f1b,origin/release/v1.0.9,ios,debug,1.0.9,,build_app,undefined,adhoc ,14,0306,,,
299,84f5999dba8d23c3eedb4771e4ad7d5b1e909df0,origin/release/v1.0.9,ios,release,1.0.9,,build_app,undefined,adhoc ,14,,,,
300,3310a50142bc007b87b6204a65510619e38fa30b,origin/release/v1.0.9,ios,release,1.0.9,,build_app,undefined,adhoc ,14,,,,
301,9ad2309a7c9c7e4815959fa6eb23ccd5ff494e05,origin/release/v1.0.9,ios,release,1.0.9,,build_app,undefined,adhoc ,14,,,,
302,330cfa58a88b43cac8a506c0b5245e28591726f4,origin/release/v1.0.9,ios,release,1.0.9,,build_app,undefined,adhoc ,14,,,,
303,330cfa58a88b43cac8a506c0b5245e28591726f4,origin/release/v1.0.9,ios,debug,1.0.9,,build_app,undefined,adhoc ,14,03062,,,
304,35a9316426ada26e1ec912c0d2c6d60db1ae3fef,origin/release/v1.0.9,ios,debug,1.0.9,首页首充礼包不见的问题,upload_patch,undefined,,15,,,,
305,5c51047aa661695726fc46b07b9000e7316210ad,origin/feature/ISBN,android,debug,1.0.9,,build_app,undefined,,15,ISBN,,,
307,eaa1ccc948bc280773866c4b344ab18296ecab99,origin/release/v1.0.9,ios,debug,1.0.9,,build_app,undefined,adhoc ,14,0310,,,
308,330cfa58a88b43cac8a506c0b5245e28591726f4,v1.0.9,ios,debug,1.0.9,,build_app,undefined,adhoc ,14,0310,,,
309,eaa1ccc948bc280773866c4b344ab18296ecab99,origin/release/v1.0.9.1,ios,debug,1.0.9,,upload_patch,undefined,,14,,,,
310,eaa1ccc948bc280773866c4b344ab18296ecab99,origin/release/v1.0.9.1,ios,debug,1.0.9,,upload_patch,undefined,,14,,,,
311,31d0be2299c17f6753d8467157756449663fbc0e,origin/release/v1.0.9.1,ios,debug,1.0.9,,upload_patch,undefined,,14,,,,
312,31d0be2299c17f6753d8467157756449663fbc0e,origin/release/v1.0.9.1,ios,release,1.0.9,,upload_patch_choose,undefined,,15,,ios_debug,201838f1_1_0_9,31d0be2299c17f6753d8467157756449663fbc0e
313,f528f275ba08aa7338215dc48e3f97414005f2c2,origin/release/v1.0.9.2,ios,debug,1.0.9,解决按钮连点问题,upload_patch,undefined,,15,,,,
314,d5d3869598a118e6b597a3a8af3a617ac29ca409,origin/release/v1.0.9.2,ios,debug,1.0.9,,upload_patch,undefined,,15,,,,
315,d5d3869598a118e6b597a3a8af3a617ac29ca409,origin/release/v1.0.9.2,ios,release,1.0.9,,upload_patch_choose,undefined,,15,,ios_debug,201838f1_1_0_9,d5d3869598a118e6b597a3a8af3a617ac29ca409
316,b00d222fd3ca88cfde5c4c5b48732235a4c38222,origin/lua,ios,debug,1.1.0,,build_app,undefined,adhoc ,15,,,,
317,5fd5096a5645eb94eb04a9a4c1d66085df353942,origin/lua,ios,debug,1.1.0,,build_app,undefined,adhoc ,15,,,,
318,5fd5096a5645eb94eb04a9a4c1d66085df353942,origin/lua,ios,release,1.1.0,,build_app,undefined,adhoc ,15,,,,
319,5fd5096a5645eb94eb04a9a4c1d66085df353942,origin/lua,ios,release,1.1.0,,build_app,undefined,adhoc ,15,,,,
320,5fd5096a5645eb94eb04a9a4c1d66085df353942,origin/lua,ios,debug,1.1.0,,build_app,undefined,adhoc ,15,,,,
321,a1763efd4672c40f9a875324c4fab5c77a831491,origin/lua,ios,release,1.1.0,,build_app,undefined,adhoc ,15,,,,
322,c8203908147a53621dfe20c4569534696a847cae,origin/lua,ios,release,1.1.0,,build_app,undefined,adhoc ,15,,,,
323,d6ce79d1da7e1bba9409aa53c0bce7045945f10c,origin/lua,ios,release,1.1.0,,upload_patch,undefined,,15,429,,,
324,d6ce79d1da7e1bba9409aa53c0bce7045945f10c,origin/lua,ios,release,1.1.0,,build_app,undefined,adhoc ,15,430,,,
325,851e462f2e63b052a04c594c92353832d355f162,origin/lua,ios,release,1.1.0,,build_app,undefined,adhoc ,15,630,,,
326,d5d8b0d246de39347319855eebdd3397f9aee062,origin/lua,ios,release,1.1.0,,build_app,undefined,adhoc ,15,,,,
327,7a28ae61172c29a7c5335067ae2c197e010c514c,origin/lua,ios,release,1.1.0,,build_app,undefined,adhoc ,15,326,,,
328,fa3ffb782e2f025388c54c295bb96111a837448e,origin/feature/refactor-store,ios,debug,1.1.0,,build_app,undefined,adhoc ,15,0319,,,
329,b50b78eff0bf95fe28214f8e4b2dd28d779c985b,origin/feature/refactor-store,ios,debug,1.1.0,,build_app,undefined,adhoc ,15,0320,,,
330,0941737362ab8d651215aacd0f42fe04aa7454b6,origin/feature/refactor-store,ios,debug,1.1.0,,build_app,undefined,adhoc ,15,330,,,
331,7d269c2d8ea87d0a90d5223ecaf96edc82bab2ef,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
332,414f1540079b62eaf7ba32f4213a5f70d8651dd3,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
333,2f1672e0b4790b70f56b2ea6851ec0c2927f312f,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
334,88a669fcec30d699a1763e982353874fd200df89,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
335,0af090159a576ea278d085b07bccb569eb009fb1,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
336,22c6fbf019cffdddba38d0015a538d5175f325d0,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
337,90a03addd54628b5a4843a7c97b0a554737cf34b,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
338,fa39fff2ddb4da8108ea3637d4340b7efa4c3f6e,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
339,065ee36c30c4a49ed51350dabb027c9d91b7518f,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
340,6276c1df16c7347ebcf84d4e81757800f74b81c7,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
341,47f114f18098b834a06966e1e591e40bf131e0ce,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
342,d775335f44a1ff67909532c4a099adac3f81c10a,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
343,85ef5459d795c0332aee19058c0823be02692274,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
344,85ef5459d795c0332aee19058c0823be02692274,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
345,7cd75f1bf8e67f594ebdf8a68c94e1b5469ade81,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
346,cf5310a56070bdd91b1740ac46a9f50ceca814ae,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
347,423cdbd571d9231b6dbb51c0ad5540b4ce3e9ae1,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
348,0915471f7e41839c15d58d1ef4952c1659ce3e00,origin/feature/refactor-store,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
349,3115683a0d3d5d19734ba262d132c104b8b93f48,origin/release/v1.1.0,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
350,3115683a0d3d5d19734ba262d132c104b8b93f48,origin/release/v1.1.0,ios,release,1.1.0,,upload_patch,undefined,,15,350,,,
351,3115683a0d3d5d19734ba262d132c104b8b93f48,origin/release/v1.1.0,ios,release,1.1.0,,build_app,undefined,adhoc ,15,351,,,
352,aada87702cad0a2fc707e6e98ac721772a0b966f,origin/release/v1.1.0,ios,release,1.1.0,,build_app,undefined,adhoc ,15,352,,,
353,b48c89af3285d7c39a2706683e02923a3cb6918c,origin/release/v1.1.0,ios,release,1.1.0,,build_app,undefined,adhoc ,15,353,,,
354,f6114b424d62fdc1e99b6c22205b4b4d3b53ea18,origin/release/v1.1.0,ios,release,1.1.0,,build_app,undefined,adhoc ,15,354,,,
355,cc4f54470c2920093a021abdde2866cf11b15cef,origin/lua,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
356,cc4f54470c2920093a021abdde2866cf11b15cef,origin/lua,ios,debug,1.1.0,,build_app,undefined,adhoc ,15,,,,
357,cc4f54470c2920093a021abdde2866cf11b15cef,origin/lua,ios,debug,1.1.0,,build_app,undefined,adhoc ,15,,,,
358,ce65f858fc6bd20363802b4cc50619c3efcbb7a2,origin/lua,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
359,5959f97cd5de142b08e75262d2b190476971d693,origin/lua,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
360,d988afb01055afca570e6ce237d8077947197d14,origin/lua,ios,debug,1.1.0,,upload_patch,undefined,,15,,,,
361,458a9dd5f226a63b69479d81d0cf3b80d2d73af3,origin/lua,ios,debug,1.1.0,,upload_patch,undefined,,16,,,,
362,6fe8f33731c4c4a59171c4536c6017701b0f990c,origin/lua,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,362,,,
363,4aafda1973152cdd1e506dcc4a6c2c120d2eca64,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
364,9071e7f85ddf699a9827fcdaa2a0edce35a61aa9,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
365,3082b8cde46bfc49a39eb968aaa8a1dc5301645f,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
366,3a6b625a92b20cb2aa875b95d267ffb7ee2cae8b,origin/lua,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,share,,,
367,2386b713d35c48f71844e05a9fd7c0b090c4b073,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
368,bb126cee005a79732b0a76274ccf726cdd79a6f5,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
369,878d41fde9816e9c8c9298c2c1e6ff3a74ad0ca6,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
370,8f3faf59cdf749bf75753be122b8b33431aa32d2,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
371,a4aed0f516a19fe63e34230be2a9eb84fa584e2c,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
